rs value	gene name
rs148509884	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs118067161	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs73439331	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs184588249	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs75339271	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs189325844	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs67447900	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs150613768	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs181494976	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs140857239	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs144707571	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs186923140	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs117747654	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs147938128	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs62241243	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs117289563	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs141724572	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs191782343	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs181223725	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs185844244	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs116865136	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs145681542	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs189723941	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs145386110	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs4074135	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs114777569	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs182371907	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs148824815	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs187703648	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs192334060	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs76550697	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs143471421	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs150929126	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs140933791	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs144643420	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs138686761	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs141701526	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs150376442	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs138111542	"<dd>
<span>DENND6B : Intron Variant</span>
</dd>"
rs184071032	"<dd>
<span>DENND6B : 2KB Upstream Variant</span>
</dd>"
rs188568633	"<dd>
<span>DENND6B : 2KB Upstream Variant</span>
</dd>"
rs149533589	"<dd>
<span>DENND6B : 2KB Upstream Variant</span>
</dd>"
rs144250591	"<dd>
<span>DENND6B : 2KB Upstream Variant</span>
</dd>"
rs140693299	"<dd>
<span>DENND6B : 2KB Upstream Variant</span>
</dd>"
rs143135011	"<dd>
<span>DENND6B : 2KB Upstream Variant</span>
</dd>"
rs147475168	"<dd>
<span>DENND6B : 2KB Upstream Variant</span>
</dd>"
rs192968857	"<dd>
<span>DENND6B : 2KB Upstream Variant</span>
</dd>"
rs140094880	"<dd>
<span>DENND6B : 2KB Upstream Variant</span>
</dd>"
rs183129864	"<dd>
<span>DENND6B : 2KB Upstream Variant</span>
</dd>"
rs142899272	"<dd>
<span>DENND6B : 2KB Upstream Variant</span>
</dd>"
rs187091352	"<dd>
<span>DENND6B : 2KB Upstream Variant</span>
</dd>"
rs151089087	"<dd>
<span>DENND6B : 2KB Upstream Variant</span>
</dd>"
rs191088406	"<dd>
<span>DENND6B : 2KB Upstream Variant</span>
</dd>"
rs140031819	"<dd>
<span>DENND6B : 2KB Upstream Variant</span>
</dd>"
rs183641335	"<dd>
<span>DENND6B : 2KB Upstream Variant</span>
</dd>"
rs149847819	"<dd>
<span>DENND6B : 2KB Upstream Variant</span>
</dd>"
rs188306090	"<dd>
<span>DENND6B : 2KB Upstream Variant</span>
</dd>"
rs193248877	"<dd>
<span>DENND6B : 2KB Upstream Variant</span>
</dd>"
rs144903902	"<dd>
<span>DENND6B : 2KB Upstream Variant</span>
</dd>"
rs185672229	"<dd>
<span>DENND6B : 2KB Upstream Variant</span>
</dd>"
rs140763648	"<dd>
<span>DENND6B : 2KB Upstream Variant</span>
</dd>"
rs144682708	"<dd>
<span>DENND6B : 2KB Upstream Variant</span>
</dd>"
rs146681239	"<dd>
<span>DENND6B : 2KB Upstream Variant</span>
</dd>"
rs190187789	"<dd>
<span>DENND6B : 2KB Upstream Variant</span>
</dd>"
rs140286278	"<dd>
<div class=""gray"">None</div>
</dd>"
rs143571207	"<dd>
<div class=""gray"">None</div>
</dd>"
rs181796093	"<dd>
<div class=""gray"">None</div>
</dd>"
rs148029473	"<dd>
<div class=""gray"">None</div>
</dd>"
rs141803927	"<dd>
<div class=""gray"">None</div>
</dd>"
rs185605561	"<dd>
<div class=""gray"">None</div>
</dd>"
rs188690886	"<dd>
<div class=""gray"">None</div>
</dd>"
rs180704452	"<dd>
<div class=""gray"">None</div>
</dd>"
rs185279262	"<dd>
<div class=""gray"">None</div>
</dd>"
rs190973533	"<dd>
<div class=""gray"">None</div>
</dd>"
rs150160059	"<dd>
<div class=""gray"">None</div>
</dd>"
rs139055707	"<dd>
<div class=""gray"">None</div>
</dd>"
rs142959085	"<dd>
<div class=""gray"">None</div>
</dd>"
rs147484412	"<dd>
<div class=""gray"">None</div>
</dd>"
rs183987468	"<dd>
<div class=""gray"">None</div>
</dd>"
rs140028960	"<dd>
<div class=""gray"">None</div>
</dd>"
rs144356196	"<dd>
<div class=""gray"">None</div>
</dd>"
rs187251341	"<dd>
<div class=""gray"">None</div>
</dd>"
rs148762611	"<dd>
<div class=""gray"">None</div>
</dd>"
rs191720251	"<dd>
<div class=""gray"">None</div>
</dd>"
rs182886673	"<dd>
<div class=""gray"">None</div>
</dd>"
rs146866239	"<dd>
<div class=""gray"">None</div>
</dd>"
rs186847255	"<dd>
<div class=""gray"">None</div>
</dd>"
rs191633018	"<dd>
<div class=""gray"">None</div>
</dd>"
rs182693809	"<dd>
<div class=""gray"">None</div>
</dd>"
rs139814298	"<dd>
<div class=""gray"">None</div>
</dd>"
rs143212375	"<dd>
<div class=""gray"">None</div>
</dd>"
rs146662012	"<dd>
<div class=""gray"">None</div>
</dd>"
rs140228812	"<dd>
<div class=""gray"">None</div>
</dd>"
rs149898569	"<dd>
<div class=""gray"">None</div>
</dd>"
rs145014259	"<dd>
<div class=""gray"">None</div>
</dd>"
rs149077140	"<dd>
<div class=""gray"">None</div>
</dd>"
rs143191697	"<dd>
<div class=""gray"">None</div>
</dd>"
rs138883275	"<dd>
<div class=""gray"">None</div>
</dd>"
rs141435785	"<dd>
<div class=""gray"">None</div>
</dd>"
rs147046920	"<dd>
<div class=""gray"">None</div>
</dd>"
rs138281699	"<dd>
<div class=""gray"">None</div>
</dd>"
rs141907324	"<dd>
<div class=""gray"">None</div>
</dd>"
rs150631920	"<dd>
<div class=""gray"">None</div>
</dd>"
rs186586090	"<dd>
<div class=""gray"">None</div>
</dd>"
rs192464824	"<dd>
<div class=""gray"">None</div>
</dd>"
rs138896249	"<dd>
<div class=""gray"">None</div>
</dd>"
rs149391318	"<dd>
<div class=""gray"">None</div>
</dd>"
rs146363833	"<dd>
<div class=""gray"">None</div>
</dd>"
rs185560013	"<dd>
<div class=""gray"">None</div>
</dd>"
rs139779955	"<dd>
<div class=""gray"">None</div>
</dd>"
rs36154708	"<dd>
<div class=""gray"">None</div>
</dd>"
rs190483686	"<dd>
<div class=""gray"">None</div>
</dd>"
rs146190586	"<dd>
<div class=""gray"">None</div>
</dd>"
rs148395923	"<dd>
<div class=""gray"">None</div>
</dd>"
rs193018196	"<dd>
<div class=""gray"">None</div>
</dd>"
rs142571950	"<dd>
<div class=""gray"">None</div>
</dd>"
rs184570446	"<dd>
<div class=""gray"">None</div>
</dd>"
rs150947602	"<dd>
<div class=""gray"">None</div>
</dd>"
rs189235360	"<dd>
<div class=""gray"">None</div>
</dd>"
rs140833036	"<dd>
<div class=""gray"">None</div>
</dd>"
rs144461930	"<dd>
<div class=""gray"">None</div>
</dd>"
rs147821693	"<dd>
<div class=""gray"">None</div>
</dd>"
rs141476490	"<dd>
<div class=""gray"">None</div>
</dd>"
rs181275364	"<dd>
<div class=""gray"">None</div>
</dd>"
rs36172631	"<dd>
<div class=""gray"">None</div>
</dd>"
rs185828609	"<dd>
<div class=""gray"">None</div>
</dd>"
rs36183785	"<dd>
<div class=""gray"">None</div>
</dd>"
rs149127232	"<dd>
<div class=""gray"">None</div>
</dd>"
rs143291453	"<dd>
<div class=""gray"">None</div>
</dd>"
rs148337029	"<dd>
<div class=""gray"">None</div>
</dd>"
rs141462002	"<dd>
<div class=""gray"">None</div>
</dd>"
rs189315936	"<dd>
<div class=""gray"">None</div>
</dd>"
rs146373984	"<dd>
<div class=""gray"">None</div>
</dd>"
rs180951053	"<dd>
<div class=""gray"">None</div>
</dd>"
rs187200921	"<dd>
<div class=""gray"">None</div>
</dd>"
rs138397283	"<dd>
<div class=""gray"">None</div>
</dd>"
rs143080869	"<dd>
<div class=""gray"">None</div>
</dd>"
rs191985015	"<dd>
<div class=""gray"">None</div>
</dd>"
rs146143398	"<dd>
<div class=""gray"">None</div>
</dd>"
rs139045789	"<dd>
<div class=""gray"">None</div>
</dd>"
rs183418032	"<dd>
<div class=""gray"">None</div>
</dd>"
rs185847236	"<dd>
<div class=""gray"">None</div>
</dd>"
rs190602311	"<dd>
<div class=""gray"">None</div>
</dd>"
rs182478920	"<dd>
<div class=""gray"">None</div>
</dd>"
rs149866745	"<dd>
<div class=""gray"">None</div>
</dd>"
rs143872707	"<dd>
<div class=""gray"">None</div>
</dd>"
rs188045290	"<dd>
<div class=""gray"">None</div>
</dd>"
rs148648776	"<dd>
<div class=""gray"">None</div>
</dd>"
rs144291499	"<dd>
<div class=""gray"">None</div>
</dd>"
rs190924986	"<dd>
<div class=""gray"">None</div>
</dd>"
rs147831698	"<dd>
<div class=""gray"">None</div>
</dd>"
rs139635716	"<dd>
<div class=""gray"">None</div>
</dd>"
rs182586766	"<dd>
<div class=""gray"">None</div>
</dd>"
rs188904142	"<dd>
<div class=""gray"">None</div>
</dd>"
rs145301058	"<dd>
<div class=""gray"">None</div>
</dd>"
rs150997450	"<dd>
<div class=""gray"">None</div>
</dd>"
rs140881139	"<dd>
<div class=""gray"">None</div>
</dd>"
rs150203595	"<dd>
<div class=""gray"">None</div>
</dd>"
rs145699543	"<dd>
<div class=""gray"">None</div>
</dd>"
rs192498710	"<dd>
<div class=""gray"">None</div>
</dd>"
rs145675845	"<dd>
<div class=""gray"">None</div>
</dd>"
rs185109887	"<dd>
<div class=""gray"">None</div>
</dd>"
rs187451620	"<dd>
<div class=""gray"">None</div>
</dd>"
rs192210707	"<dd>
<div class=""gray"">None</div>
</dd>"
rs138430849	"<dd>
<div class=""gray"">None</div>
</dd>"
rs184044149	"<dd>
<div class=""gray"">None</div>
</dd>"
rs142916324	"<dd>
<div class=""gray"">None</div>
</dd>"
rs145165810	"<dd>
<div class=""gray"">None</div>
</dd>"
rs189573449	"<dd>
<div class=""gray"">None</div>
</dd>"
rs148389704	"<dd>
<div class=""gray"">None</div>
</dd>"
rs180702319	"<dd>
<div class=""gray"">None</div>
</dd>"
rs184310864	"<dd>
<div class=""gray"">None</div>
</dd>"
rs141570874	"<dd>
<div class=""gray"">None</div>
</dd>"
rs189640933	"<dd>
<div class=""gray"">None</div>
</dd>"
rs181807127	"<dd>
<div class=""gray"">None</div>
</dd>"
rs150519056	"<dd>
<div class=""gray"">None</div>
</dd>"
rs139451753	"<dd>
<div class=""gray"">None</div>
</dd>"
rs36189634	"<dd>
<div class=""gray"">None</div>
</dd>"
rs186411506	"<dd>
<div class=""gray"">None</div>
</dd>"
rs190368722	"<dd>
<div class=""gray"">None</div>
</dd>"
rs147367538	"<dd>
<div class=""gray"">None</div>
</dd>"
rs145268531	"<dd>
<div class=""gray"">None</div>
</dd>"
rs144995558	"<dd>
<div class=""gray"">None</div>
</dd>"
rs181610147	"<dd>
<div class=""gray"">None</div>
</dd>"
rs186314729	"<dd>
<div class=""gray"">None</div>
</dd>"
rs191234553	"<dd>
<div class=""gray"">None</div>
</dd>"
rs183436469	"<dd>
<div class=""gray"">None</div>
</dd>"
rs187591537	"<dd>
<div class=""gray"">None</div>
</dd>"
rs189967104	"<dd>
<div class=""gray"">None</div>
</dd>"
rs183262030	"<dd>
<div class=""gray"">None</div>
</dd>"
rs187973022	"<dd>
<div class=""gray"">None</div>
</dd>"
rs146545038	"<dd>
<span>PPP6R2 : 2KB Upstream Variant</span>
</dd>"
rs191957078	"<dd>
<span>PPP6R2 : 2KB Upstream Variant</span>
</dd>"
rs117663360	N/A
rs185196848	"<dd>
<span>PPP6R2 : 2KB Upstream Variant</span>
</dd>"
rs188819390	"<dd>
<span>PPP6R2 : 2KB Upstream Variant</span>
</dd>"
rs192696011	"<dd>
<span>PPP6R2 : 2KB Upstream Variant</span>
</dd>"
rs116968916	"<dd>
<span>PPP6R2 : 2KB Upstream Variant</span>
</dd>"
rs59137481	"<dd>
<span>PPP6R2 : 2KB Upstream Variant</span>
</dd>"
rs118113658	"<dd>
<span>PPP6R2 : 2KB Upstream Variant</span>
</dd>"
rs67048095	"<dd>
<span>PPP6R2 : 2KB Upstream Variant</span>
</dd>"
rs74875961	"<dd>
<span>PPP6R2 : 2KB Upstream Variant</span>
</dd>"
rs184992785	"<dd>
<span>PPP6R2 : 2KB Upstream Variant</span>
</dd>"
rs141315928	"<dd>
<span>PPP6R2 : 2KB Upstream Variant</span>
</dd>"
rs142322359	"<dd>
<span>PPP6R2 : 2KB Upstream Variant</span>
</dd>"
rs188085700	"<dd>
<span>PPP6R2 : 2KB Upstream Variant</span>
</dd>"
rs72619589	"<dd>
<span>PPP6R2 : 5 Prime UTR Variant</span>
</dd>"
rs57816007	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs184600086	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs189337926	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs181396121	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs186727288	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs192084933	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs181205898	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs140533495	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs150483420	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs114966781	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs116633943	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs186711013	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs73439336	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs142628524	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs189729594	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs28642259	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs117714929	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs79547416	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs146939947	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs182299903	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs186297457	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs190983760	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs114178325	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs80327784	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs28403232	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs137879917	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs184236210	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs149488938	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs143923989	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs28401210	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs74667571	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs188285942	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs148248599	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs141233914	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs80299307	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs150771455	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs115323460	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs193187469	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs139455278	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs144142986	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs182834516	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs146068733	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs140010125	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs149802929	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs73439337	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs145741223	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs187093330	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs79330110	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs142944095	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs191100867	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs28802688	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs142658223	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs146895765	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs73188924	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs115343988	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs183648959	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs188324157	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs117427058	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs62241244	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs137921603	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs112184646	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs62241245	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs193096387	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs138557554	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs185807285	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs62241246	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs189931832	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs182058835	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs186156396	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs116877250	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs188702819	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs28880677	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs181391957	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs146020194	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs148720032	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs73439342	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs185298997	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs189956940	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs183803983	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs187460540	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs191474923	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs115450639	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs183697555	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs139324277	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs186863945	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs191643754	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs182710462	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs150003830	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs147724346	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs186589794	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs28762414	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs147943835	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs28874946	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs117994560	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs192787979	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs149006693	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs28880317	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs185427684	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs76743359	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs190643066	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs192818829	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs112290394	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs189245507	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs181184558	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs59374353	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs185832651	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs74998081	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs75041198	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs58378930	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs189030164	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs143050361	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs151139695	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs140224524	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs180993588	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs145320967	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs186995007	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs76615455	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs118138778	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs192333696	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs138045640	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs182301080	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs185865828	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs71691118	N/A
rs190618151	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs182481653	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs187077212	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs190590115	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs117017854	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs28797322	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs182880794	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
