rs value	gene name
rs143123198	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs185930479	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs148257211	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs117043484	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs141845871	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs190643975	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs145507079	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs114695557	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs183196215	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs76125677	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs9628319	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs188223011	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs137915	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs191323574	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs142730749	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs73893121	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs55833472	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs115029504	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs150621244	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs182743696	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs79814761	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs73429531	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs139757047	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs149387008	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs77905794	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs5771133	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs140134549	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs5771135	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs187673598	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs192363948	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs9628277	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs184747691	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs147735094	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs137916	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs141042940	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs5771136	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs75986660	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs187218943	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs114472108	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs7286615	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs142498893	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs73183351	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs192093631	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs6010161	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs7290681	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs185340378	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs116552858	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs150940324	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs140772284	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs189748994	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs150125905	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs145512693	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs5771325	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs5771326	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs11703383	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs138103688	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs116079464	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs142693715	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs143231366	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs116347178	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs114821688	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs12166717	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs12166094	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs181343476	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs150838871	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs17013085	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs74984208	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs139989776	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs143958334	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs56330886	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs5771327	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs184302432	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs149862579	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs143870863	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs76127602	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs188314775	"<dd>
<span>TTLL8 : Missense Variant</span>
</dd>"
rs148598797	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs181769847	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs114757004	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs137917	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs140301819	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs144086694	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs76572739	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs191196963	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs181546533	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs75976112	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs140879273	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs186892662	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs113045792	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs183073113	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs112846911	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs138646088	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs148918747	"<dd>
<span>TTLL8 : Synonymous Variant</span>
</dd>"
rs187721673	"<dd>
<span>TTLL8 : Synonymous Variant</span>
</dd>"
rs73429542	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs114256716	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs79998483	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs182360266	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs114038090	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs73183361	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs111859624	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs35097030	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs112763442	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs73183363	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs192608133	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs150893080	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs139417878	"<dd>
<span>TTLL8 : 2KB Upstream Variant</span>
</dd>"
rs185156533	"<dd>
<span>TTLL8 : 2KB Upstream Variant</span>
</dd>"
rs114261697	"<dd>
<span>TTLL8 : 2KB Upstream Variant</span>
</dd>"
rs137918	"<dd>
<span>TTLL8 : 2KB Upstream Variant</span>
</dd>"
rs149658624	"<dd>
<span>TTLL8 : 2KB Upstream Variant</span>
</dd>"
rs2294376	"<dd>
<div>TTLL8 : 2KB Upstream Variant</div><span>MLC1 : 500B Downstream Variant</span>
</dd>"
rs2294377	"<dd>
<div>TTLL8 : 2KB Upstream Variant</div><span>MLC1 : 500B Downstream Variant</span>
</dd>"
rs2294378	"<dd>
<div>TTLL8 : 2KB Upstream Variant</div><span>MLC1 : 500B Downstream Variant</span>
</dd>"
rs2294379	"<dd>
<div>TTLL8 : 2KB Upstream Variant</div><span>MLC1 : 500B Downstream Variant</span>
</dd>"
rs2294380	"<dd>
<div>TTLL8 : 2KB Upstream Variant</div><span>MLC1 : 500B Downstream Variant</span>
</dd>"
rs146191779	"<dd>
<div>TTLL8 : 2KB Upstream Variant</div><span>MLC1 : 500B Downstream Variant</span>
</dd>"
rs2294381	"<dd>
<div>TTLL8 : 2KB Upstream Variant</div><span>MLC1 : 500B Downstream Variant</span>
</dd>"
rs79204578	"<dd>
<div>TTLL8 : 2KB Upstream Variant</div><span>MLC1 : 500B Downstream Variant</span>
</dd>"
rs41283487	"<dd>
<div>MLC1 : Non Coding Transcript Variant</div><span>TTLL8 : 2KB Upstream Variant</span>
</dd>"
rs192828772	"<dd>
<div>MLC1 : Non Coding Transcript Variant</div><span>TTLL8 : 2KB Upstream Variant</span>
</dd>"
rs184777995	"<dd>
<div>MLC1 : Non Coding Transcript Variant</div><span>TTLL8 : 2KB Upstream Variant</span>
</dd>"
rs11703598	"<dd>
<div>MLC1 : Non Coding Transcript Variant</div><span>TTLL8 : 2KB Upstream Variant</span>
</dd>"
rs80312581	"<dd>
<div>MLC1 : Non Coding Transcript Variant</div><span>TTLL8 : 2KB Upstream Variant</span>
</dd>"
rs41283489	"<dd>
<div>MLC1 : Non Coding Transcript Variant</div><span>TTLL8 : 2KB Upstream Variant</span>
</dd>"
rs188855026	"<dd>
<div>MLC1 : Non Coding Transcript Variant</div><span>TTLL8 : 2KB Upstream Variant</span>
</dd>"
rs35730155	"<dd>
<div>MLC1 : Non Coding Transcript Variant</div><span>TTLL8 : 2KB Upstream Variant</span>
</dd>"
rs144067372	"<dd>
<div>MLC1 : Non Coding Transcript Variant</div><span>TTLL8 : 2KB Upstream Variant</span>
</dd>"
rs3215477	N/A
rs2294382	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs149073568	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs142171547	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs2294384	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs180844259	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs151213319	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs9628320	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs183917452	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs11704648	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs117474715	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs189382860	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs41283491	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs182210602	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs41283492	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs147031924	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs186840663	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs41283493	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs190027926	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs181107844	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs185467535	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs4838880	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs146467492	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs139148001	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs116535312	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs11913258	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs11912804	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs114598884	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs12484303	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs115770001	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs182158300	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs148160537	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs75931219	"<dd>
<span>MLC1 : Non Coding Transcript Variant</span>
</dd>"
rs41283496	"<dd>
<span>MLC1 : Non Coding Transcript Variant</span>
</dd>"
rs137919	"<dd>
<span>MLC1 : Non Coding Transcript Variant</span>
</dd>"
rs185151842	"<dd>
<span>MLC1 : Splice Donor Variant</span>
</dd>"
rs2072873	"<dd>
<span>MLC1 : Non Coding Transcript Variant</span>
</dd>"
rs78563213	"<dd>
<span>MLC1 : Non Coding Transcript Variant</span>
</dd>"
rs142027672	"<dd>
<span>MLC1 : Non Coding Transcript Variant</span>
</dd>"
rs75152548	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs190746868	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs183916737	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs116623636	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs142355967	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs139523825	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs113262072	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs188469019	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs144177767	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs13058507	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs2281113	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs192893596	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs147642112	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs117478707	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs137920	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs183818287	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs142319685	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs73183369	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs76081731	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs112168318	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs151266384	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs3817808	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs187101924	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs191870173	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs140512231	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs3817809	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs3817810	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs150452350	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs3817811	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs3817812	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs137921	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs113305264	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs5771140	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs3817814	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs3817815	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs5771336	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs139020945	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs73183370	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs111834984	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs185572307	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs4600768	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs115774984	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs12484051	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs12483792	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs114466453	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs11568190	"<dd>
<span>MLC1 : Synonymous Variant</span>
</dd>"
rs11568188	"<dd>
<span>MLC1 : Missense Variant</span>
</dd>"
rs11568187	"<dd>
<span>MLC1 : Synonymous Variant</span>
</dd>"
rs11568186	"<dd>
<span>MLC1 : Stop Gained</span>
</dd>"
rs141225099	"<dd>
<span>MLC1 : Missense Variant</span>
</dd>"
rs11568185	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs11568184	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs11568183	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs150770587	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs139121589	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs8142282	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs8136173	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs61350648	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs145244403	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs78212605	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs117303831	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs190829941	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs181700711	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs55744003	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs8137998	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs5771141	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs186009726	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs188426056	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs58697581	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs181242625	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs114814021	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs147631558	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs12160101	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs140629864	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs184910866	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs190788413	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs183029035	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs9617140	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs6010254	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs187150419	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs7285509	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs116327480	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs144593928	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs73183374	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs192438679	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs183336387	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs187593667	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs117616637	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs2294385	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs5771340	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs3830745	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs191665443	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs5771341	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs2294386	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs8139747	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs2294387	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs2294388	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs2294389	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs2294390	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs5771346	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs182714936	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs1807561	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs145117849	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs186620889	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs6010255	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
