rs value	gene name
rs139948926	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs6010150	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs141954718	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs144344604	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs147792557	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs148883037	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs181048837	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs73187233	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs116826367	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs187278286	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs114877524	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs190520994	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs9680643	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs6010151	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs151012894	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs35236393	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs181487657	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs75219813	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs186175962	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs113343705	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs4838858	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs112011389	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs182648045	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs4838859	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs75549088	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs78628768	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs185887921	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs190958865	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs182719106	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs188926831	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs76158148	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs2294397	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs193124051	"<dd>
<span>PANX2 : Non Coding Transcript Variant</span>
</dd>"
rs61362111	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs138833960	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs141940015	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs145719631	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs182716744	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs5771204	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs187400339	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs138194734	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs78889708	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs192249600	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs114334367	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs34539068	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs149618200	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs35195493	"<dd>
<span>PANX2 : Synonymous Variant</span>
</dd>"
rs150592820	"<dd>
<span>PANX2 : Synonymous Variant</span>
</dd>"
rs148797329	"<dd>
<span>PANX2 : Synonymous Variant</span>
</dd>"
rs143361988	"<dd>
<span>PANX2 : Missense Variant</span>
</dd>"
rs7286904	"<dd>
<span>PANX2 : Synonymous Variant</span>
</dd>"
rs5771206	"<dd>
<span>PANX2 : Synonymous Variant</span>
</dd>"
rs192666336	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs147532885	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs184405821	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs112559575	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs140328537	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs116075742	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs181953058	"<dd>
<span>PANX2 : Intron Variant</span>
</dd>"
rs185079396	"<dd>
<span>PANX2 : Missense Variant</span>
</dd>"
rs144174262	"<dd>
<span>PANX2 : Missense Variant</span>
</dd>"
rs189061233	"<dd>
<span>PANX2 : Missense Variant</span>
</dd>"
rs147802589	"<dd>
<span>PANX2 : Missense Variant</span>
</dd>"
rs114088468	"<dd>
<span>PANX2 : Missense Variant</span>
</dd>"
rs73187236	"<dd>
<span>PANX2 : Non Coding Transcript Variant</span>
</dd>"
rs114455597	"<dd>
<span>PANX2 : Non Coding Transcript Variant</span>
</dd>"
rs73893132	"<dd>
<span>PANX2 : Non Coding Transcript Variant</span>
</dd>"
rs76879368	"<dd>
<span>PANX2 : Non Coding Transcript Variant</span>
</dd>"
rs9617114	"<dd>
<span>PANX2 : Non Coding Transcript Variant</span>
</dd>"
rs7292533	"<dd>
<span>PANX2 : Non Coding Transcript Variant</span>
</dd>"
rs74515099	"<dd>
<span>PANX2 : Non Coding Transcript Variant</span>
</dd>"
rs149932269	"<dd>
<span>PANX2 : Non Coding Transcript Variant</span>
</dd>"
rs9628302	"<dd>
<span>PANX2 : Non Coding Transcript Variant</span>
</dd>"
rs181690300	"<dd>
<span>PANX2 : Non Coding Transcript Variant</span>
</dd>"
rs77673147	"<dd>
<span>PANX2 : Non Coding Transcript Variant</span>
</dd>"
rs6010152	"<dd>
<span>PANX2 : Non Coding Transcript Variant</span>
</dd>"
rs186460052	"<dd>
<span>PANX2 : Non Coding Transcript Variant</span>
</dd>"
rs191258266	"<dd>
<span>PANX2 : Non Coding Transcript Variant</span>
</dd>"
rs145036669	"<dd>
<span>PANX2 : Non Coding Transcript Variant</span>
</dd>"
rs149083493	"<dd>
<span>PANX2 : Non Coding Transcript Variant</span>
</dd>"
rs144918511	"<dd>
<span>PANX2 : Non Coding Transcript Variant</span>
</dd>"
rs61047591	"<dd>
<span>PANX2 : Non Coding Transcript Variant</span>
</dd>"
rs11913282	"<dd>
<span>PANX2 : Non Coding Transcript Variant</span>
</dd>"
rs180778669	"<dd>
<span>PANX2 : 500B Downstream Variant</span>
</dd>"
rs2295226	"<dd>
<span>PANX2 : 500B Downstream Variant</span>
</dd>"
rs185976370	"<dd>
<span>PANX2 : 500B Downstream Variant</span>
</dd>"
rs2295225	"<dd>
<span>PANX2 : 500B Downstream Variant</span>
</dd>"
rs57908686	"<dd>
<span>PANX2 : 500B Downstream Variant</span>
</dd>"
rs77371730	"<dd>
<span>PANX2 : 500B Downstream Variant</span>
</dd>"
rs146749985	"<dd>
<span>PANX2 : 500B Downstream Variant</span>
</dd>"
rs140532966	"<dd>
<span>PANX2 : 500B Downstream Variant</span>
</dd>"
rs145620252	"<dd>
<span>PANX2 : 500B Downstream Variant</span>
</dd>"
rs190725633	"<dd>
<div class=""gray"">None</div>
</dd>"
rs148115325	"<dd>
<div class=""gray"">None</div>
</dd>"
rs75222915	"<dd>
<div class=""gray"">None</div>
</dd>"
rs114032439	"<dd>
<div class=""gray"">None</div>
</dd>"
rs150217899	"<dd>
<div class=""gray"">None</div>
</dd>"
rs183196690	"<dd>
<div class=""gray"">None</div>
</dd>"
rs138911260	"<dd>
<div class=""gray"">None</div>
</dd>"
rs187929152	"<dd>
<div class=""gray"">None</div>
</dd>"
rs143189937	"<dd>
<div class=""gray"">None</div>
</dd>"
rs147542717	"<dd>
<div class=""gray"">None</div>
</dd>"
rs76085806	"<dd>
<div class=""gray"">None</div>
</dd>"
rs5771209	"<dd>
<div class=""gray"">None</div>
</dd>"
rs140157131	"<dd>
<div class=""gray"">None</div>
</dd>"
rs28479153	"<dd>
<div class=""gray"">None</div>
</dd>"
rs190401308	"<dd>
<div class=""gray"">None</div>
</dd>"
rs183000697	"<dd>
<div class=""gray"">None</div>
</dd>"
rs188125786	"<dd>
<div class=""gray"">None</div>
</dd>"
rs192745582	"<dd>
<div class=""gray"">None</div>
</dd>"
rs142703236	"<dd>
<div class=""gray"">None</div>
</dd>"
rs144417902	"<dd>
<div class=""gray"">None</div>
</dd>"
rs148402371	"<dd>
<div class=""gray"">None</div>
</dd>"
rs77861894	"<dd>
<div class=""gray"">None</div>
</dd>"
rs2340604	"<dd>
<div class=""gray"">None</div>
</dd>"
rs5771211	"<dd>
<div class=""gray"">None</div>
</dd>"
rs56149983	"<dd>
<div class=""gray"">None</div>
</dd>"
rs8140537	"<dd>
<div class=""gray"">None</div>
</dd>"
rs34353679	"<dd>
<div class=""gray"">None</div>
</dd>"
rs142585596	"<dd>
<div class=""gray"">None</div>
</dd>"
rs184256346	"<dd>
<div class=""gray"">None</div>
</dd>"
rs8137535	"<dd>
<div class=""gray"">None</div>
</dd>"
rs111913574	"<dd>
<div class=""gray"">None</div>
</dd>"
rs117327817	"<dd>
<div class=""gray"">None</div>
</dd>"
rs116585971	"<dd>
<div class=""gray"">None</div>
</dd>"
rs13053855	"<dd>
<div class=""gray"">None</div>
</dd>"
rs118183276	"<dd>
<div class=""gray"">None</div>
</dd>"
rs139583495	"<dd>
<div class=""gray"">None</div>
</dd>"
rs13056445	"<dd>
<div class=""gray"">None</div>
</dd>"
rs114441924	"<dd>
<div class=""gray"">None</div>
</dd>"
rs80196623	"<dd>
<div class=""gray"">None</div>
</dd>"
rs9617115	"<dd>
<div class=""gray"">None</div>
</dd>"
rs111347761	"<dd>
<div class=""gray"">None</div>
</dd>"
rs67631962	"<dd>
<div class=""gray"">None</div>
</dd>"
rs34610977	N/A
rs140371541	"<dd>
<div class=""gray"">None</div>
</dd>"
rs9617116	"<dd>
<div class=""gray"">None</div>
</dd>"
rs187569370	"<dd>
<div class=""gray"">None</div>
</dd>"
rs117599373	"<dd>
<div class=""gray"">None</div>
</dd>"
rs144202460	"<dd>
<div class=""gray"">None</div>
</dd>"
rs28708629	"<dd>
<div class=""gray"">None</div>
</dd>"
rs5771212	"<dd>
<div class=""gray"">None</div>
</dd>"
rs5771213	"<dd>
<div class=""gray"">None</div>
</dd>"
rs191607038	"<dd>
<div class=""gray"">None</div>
</dd>"
rs184830094	"<dd>
<span>TRABD : 2KB Upstream Variant</span>
</dd>"
rs41283477	"<dd>
<span>TRABD : 2KB Upstream Variant</span>
</dd>"
rs189611618	"<dd>
<span>TRABD : 2KB Upstream Variant</span>
</dd>"
rs75711073	"<dd>
<span>TRABD : 2KB Upstream Variant</span>
</dd>"
rs181502677	"<dd>
<span>TRABD : 2KB Upstream Variant</span>
</dd>"
rs73435203	"<dd>
<span>TRABD : 2KB Upstream Variant</span>
</dd>"
rs145218816	"<dd>
<span>TRABD : 2KB Upstream Variant</span>
</dd>"
rs115725421	"<dd>
<span>TRABD : 2KB Upstream Variant</span>
</dd>"
rs78424351	"<dd>
<span>TRABD : 2KB Upstream Variant</span>
</dd>"
rs41283479	"<dd>
<span>TRABD : 2KB Upstream Variant</span>
</dd>"
rs9617117	"<dd>
<span>TRABD : 2KB Upstream Variant</span>
</dd>"
rs7288306	"<dd>
<span>TRABD : 2KB Upstream Variant</span>
</dd>"
rs117588167	"<dd>
<span>TRABD : 2KB Upstream Variant</span>
</dd>"
rs4838860	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs13054650	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs7288889	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs115824976	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs73187244	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs148318116	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs73187245	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs141770527	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs185263225	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs738338	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs8141426	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs189675525	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs111258408	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs5771214	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs181301031	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs186720853	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs5771215	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs112907587	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs150690789	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs137944013	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs149451587	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs189690122	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs143963136	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs11912419	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs180936156	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs1555050	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs139847203	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs143385518	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs146228358	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs186194529	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs190953264	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs139299347	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs112439536	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs183551813	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs115495229	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs5771217	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs188385696	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs192051009	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs182989456	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs13057975	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs4838812	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs187281499	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs191369005	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs735119	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs183862044	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs73435215	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs187795270	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs192534537	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs75107793	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs142731816	"<dd>
<span>TRABD : Non Coding Transcript Variant</span>
</dd>"
rs56036086	"<dd>
<span>TRABD : Non Coding Transcript Variant</span>
</dd>"
rs151004894	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs185129636	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs115634347	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs189940980	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs56009766	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs732405	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs6537634	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs6537635	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs184648446	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs6537636	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs188671157	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs180720329	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs140949593	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs185163915	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs149763612	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs73187247	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs7292398	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs145767869	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs141600890	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs147061549	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs80160199	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs138506341	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs974570	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs7284611	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs142522127	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs189139741	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs7288532	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs182158926	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs143407472	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs117826045	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs148369094	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs113777036	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs141637170	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs138591110	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs187668990	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs114781846	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs738339	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs191498487	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs141685254	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs116254581	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs183803372	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs185578464	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs56308603	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs760756	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs146210243	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs2341366	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs115472946	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs2341367	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs78143127	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs139338321	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs115646978	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs190342675	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs182107686	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs113258710	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs148680758	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs77316590	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs61473705	"<dd>
<span>TRABD : Synonymous Variant</span>
</dd>"
rs144604113	"<dd>
<span>TRABD : Missense Variant</span>
</dd>"
rs62239319	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs75490560	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs732710	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs142275925	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs183844399	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs147889489	"<dd>
<span>TRABD : Missense Variant</span>
</dd>"
rs4838813	"<dd>
<span>TRABD : Synonymous Variant</span>
</dd>"
rs189156769	"<dd>
<span>TRABD : Synonymous Variant</span>
</dd>"
rs6537637	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs6537638	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs139862873	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs730559	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs145485627	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs147688101	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs78610463	"<dd>
<span>TRABD : Synonymous Variant</span>
</dd>"
rs150236084	"<dd>
<span>TRABD : Synonymous Variant</span>
</dd>"
rs145870754	"<dd>
<span>TRABD : Synonymous Variant</span>
</dd>"
rs73435224	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs6537639	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs117069858	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs57634529	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs9617045	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs192867368	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs185343639	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs188434719	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs143815611	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs138546553	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs114455386	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs73893133	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs191687048	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs183482999	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs188145881	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs181010989	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs73187249	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs5771093	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs73187250	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs12152137	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs117431860	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs73893134	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs187138891	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs141511494	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs190702379	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs181619951	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs77364321	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs75406809	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs186112620	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs4084289	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs190094641	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs4084288	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs182656765	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs145373335	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs12157931	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs9628304	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs137919095	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs190683767	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs5771095	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs73893135	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs141382688	"<dd>
<span>TRABD : Synonymous Variant</span>
</dd>"
rs112280002	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs2272844	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs150550520	"<dd>
<span>TRABD : Synonymous Variant</span>
</dd>"
rs139568052	"<dd>
<span>TRABD : Synonymous Variant</span>
</dd>"
rs117073176	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs115013776	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs193274007	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs76160157	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs145908973	"<dd>
<span>TRABD : Synonymous Variant</span>
</dd>"
rs114510223	"<dd>
<span>TRABD : Intron Variant</span>
</dd>"
rs149334847	"<dd>
<span>TRABD : Synonymous Variant</span>
</dd>"
rs147427342	"<dd>
<span>TRABD : Synonymous Variant</span>
</dd>"
rs78423345	"<dd>
<span>TRABD : Non Coding Transcript Variant</span>
</dd>"
rs60563432	"<dd>
<span>TRABD : Non Coding Transcript Variant</span>
</dd>"
rs3747941	"<dd>
<span>TRABD : Non Coding Transcript Variant</span>
</dd>"
rs187403245	"<dd>
<div>TRABD : Non Coding Transcript Variant</div><span>SELENOO : 2KB Upstream Variant</span>
</dd>"
rs8238	"<dd>
<div>TRABD : Non Coding Transcript Variant</div><span>SELENOO : 2KB Upstream Variant</span>
</dd>"
rs55810238	"<dd>
<div>TRABD : Non Coding Transcript Variant</div><span>SELENOO : 2KB Upstream Variant</span>
</dd>"
rs192257463	"<dd>
<div>TRABD : Non Coding Transcript Variant</div><span>SELENOO : 2KB Upstream Variant</span>
</dd>"
rs73893137	"<dd>
<div>TRABD : Non Coding Transcript Variant</div><span>SELENOO : 2KB Upstream Variant</span>
</dd>"
rs6712	"<dd>
<div>TRABD : Non Coding Transcript Variant</div><span>SELENOO : 2KB Upstream Variant</span>
</dd>"
rs145334530	"<dd>
<div>TRABD : Non Coding Transcript Variant</div><span>SELENOO : 2KB Upstream Variant</span>
</dd>"
rs183902725	"<dd>
<div>TRABD : Non Coding Transcript Variant</div><span>SELENOO : 2KB Upstream Variant</span>
</dd>"
rs2272845	"<dd>
<div>SELENOO : 2KB Upstream Variant</div><span>TRABD : 500B Downstream Variant</span>
</dd>"
